"logFC" "logCPM" "F" "PValue" "FDR"
"CRTAM" -8.79752568785755 3.84847873014934 12.692319697851 0.00506536780529905 0.0211441401794939
"SEPT1" -1.66247492296706 2.34351721288458 13.4143203491239 0.00506537046306568 0.0211441401794939
"RPS2P12" 2.00564048585923 1.29117294968562 13.4196740922944 0.00506994596007401 0.021155900653511
"ADAMTS14" -3.8894818918151 1.81653924435552 13.4348325219985 0.00507003350885015 0.021155900653511
"DPH2" 1.10182757979372 4.3807194535743 13.395845979467 0.00507755687492767 0.0211834379176919
"SNORD83A" 2.87323621674104 -1.70918379825502 12.5707373694898 0.00508578889036679 0.0212139210901853
"FIRRE" 2.84309117321938 0.767971846184932 13.1692413909581 0.00509366789599192 0.0212429209597262
"MRPS18B" 1.2914890860384 5.2669051125475 13.3683153899059 0.00510765334953756 0.0212973723241449
"TADA2B" 1.06713103561631 5.19985714052037 13.3648900439038 0.00511141404177638 0.0213082781926951
"MAP7D1" -2.0715940914615 6.91108322357177 13.3642385157773 0.0051121278106793 0.0213082781926951
"HEBP2" 1.10986462351227 5.0155983830153 13.3568143290404 0.00512029632579397 0.0213384463313628
"NCMAP" 5.65441513667131 2.79994998403859 13.3946812868421 0.00512431770110792 0.0213507514414378
"SPRR1A" 3.77616115382287 -1.40271457727482 11.990632868053 0.00512587790277463 0.0213507514414378
"PDIA2" 3.59455790747082 9.0955864111041 13.3534021089612 0.0051263602051319 0.0213507514414378
"PTPRN" -2.37541852078471 5.63441366920284 13.3509036956541 0.0051269743374096 0.0213507514414378
"MROH7-TTC4" -1.10740229031597 5.33233828877325 13.3455401017004 0.00513272569542755 0.0213708202992511
"LOC105371659" -6.5515074461455 -2.1347347859977 15.3990389339073 0.00513760767516844 0.0213863157307284
"H3F3AP2" -2.19447131967452 -1.88005642438622 12.4798373978004 0.00513831306629671 0.0213863157307284
"DBH-AS1" 2.08519071094401 2.76594061380767 13.3450487166069 0.00514128913241608 0.021394818181274
"DNAJC8" -1.14633240422214 5.60967092915966 13.3329225706568 0.00514667527639889 0.021413344956705
"MTRF1LP1" -3.44229941092331 -1.94521073358489 11.4207693724096 0.00514852920887838 0.0214171714958332
"LOC101929937" -1.74877629438938 2.38908990738793 13.3346671946588 0.00515002393314977 0.0214195026610048
"NPM1P46" 1.89515478038363 1.67034745830404 13.3371480309365 0.00515270671781364 0.0214244338010452
"GAA" 1.0038683152269 5.92137772045236 13.3268579402186 0.00515339669926458 0.0214244338010452
"KIAA0087" -3.64106934156672 0.277803600487493 13.3057199217929 0.00515482000719725 0.0214244338010452
"LINC00909" -1.35762127696729 3.15748322576055 13.326616070771 0.00515494773594613 0.0214244338010452
"LOC105374458" 10.2623859844702 0.760668112500558 21.6539471059197 0.00515895981761445 0.0214372220081224
"LINC01700" -3.56095457898966 -2.11447011783172 11.3317118158715 0.00516080438879329 0.0214388453876135
"LOC101928092" -1.75206860286821 2.02870932355116 13.3280839415987 0.00516122083726234 0.0214388453876135
"LPAR1" -3.00743738696302 5.6587638642783 13.3155703362449 0.00516626861591611 0.0214550259231612
"ALKBH7" 1.13846880883248 5.28155670744708 13.3146290146659 0.00516698792243283 0.0214550259231612
"GABRB3" -2.97853568757233 4.5993886769654 13.3095354067125 0.00517510105535706 0.0214848228348534
"ZMAT4" -5.46959202307923 1.64115730645745 13.0846979504017 0.0051778742115672 0.0214924436538436
"LINC01388" -3.98255359421868 -1.56410336092569 11.3009014634766 0.00518304974370701 0.0215100317477341
"CD99P1" 1.95856290346877 1.16106163559921 13.3244379568128 0.00518709174950609 0.0215229101099415
"TTC31" 1.34017484589649 4.61657264741501 13.2956396533295 0.00518818481808975 0.0215235499375149
"ABCB6" -1.23222647947015 4.54024578597242 13.2938303016706 0.00519021062729504 0.0215268695030547
"GJC2" -3.26750170039366 2.00483232393085 13.3248177266194 0.00519086301473877 0.0215268695030547
"SRP72" 1.09357694663082 5.96801199094978 13.2909636479569 0.00519340902154043 0.0215335326132781
"LOC105375825" 3.92067676334815 0.398429685160399 12.5359184254529 0.00519614933461272 0.0215409988238692
"ACTR2" -1.11292866466341 6.672377114743 13.2876611718708 0.00519710890727218 0.0215410814860269
"LOC102723665" -1.95504121029894 0.446725289465881 13.3294357271991 0.00520134141219918 0.021553863398293
"KRT8P49" 5.81116139405426 -0.972083353396093 12.1599465303873 0.00520207311593262 0.021553863398293
"TRANK1" -3.21871752275058 6.13329315773786 13.2761242286271 0.00521023010169745 0.021583490222467
"PCDHA8" -2.27885434997 4.30881411007053 13.2761013073413 0.00521110658152038 0.021583490222467
"LOC100421541" -1.92962213811241 -0.380645719342248 13.3023354666179 0.005214360050183 0.0215930643335342
"LOC105371589" -9.79214240725985 0.466765932750555 15.7616252406293 0.00521610878512754 0.0215964048941753
"PPP2CBP1" -2.38426886909023 -0.250832058916317 13.2893816722497 0.00521753440661365 0.0215984066940444
"SCARA3" -2.06307849459429 6.03219082156582 13.2646625024048 0.00522297116552332 0.0216148503940794
"C1orf56" 1.39650743570987 2.26782081584663 13.267226209504 0.00522339241802398 0.0216148503940794
"BLMH" 1.06357766228346 4.80199425336651 13.262547311927 0.00522536031699923 0.0216158181281405
"SRGAP1" 1.01820837721218 4.46122431360603 13.2624158633707 0.00522551206395439 0.0216158181281405
"LINC01011" -1.62743384670714 1.93132447492121 13.2687353062248 0.00522727706107395 0.0216192182257118
"MAMDC2" 1.38128988560614 6.75487082730147 13.2581917418233 0.00523027297021563 0.0216256359559858
"DGCR10" -3.6691453314179 0.859760143398723 12.7860845704867 0.00523071543624608 0.0216256359559858
"LOC101929643" -3.00449729862062 -1.34802018449686 11.9396090379793 0.00523595537356064 0.0216433964909624
"LOC105369634" 5.62306067870269 -1.54018426390489 12.0693445786107 0.00524162331417781 0.0216629195019878
"TBKBP1" -1.40948971057021 5.0347166158875 13.2445200792905 0.00524575297863969 0.0216749663466699
"LOC107985897" -4.48199081941953 -0.62245227356627 11.8437082509004 0.00524642914973485 0.0216749663466699
"CPNE4" -4.72420693842233 2.07102349174386 13.2804502033793 0.00524820170111936 0.0216783827023714
"CTTNBP2NL" -1.139840961788 4.38417716349246 13.2398000778209 0.00525161760386586 0.0216885846817915
"LRCH2" -3.06469083326715 3.47770203312887 13.2508449556866 0.00525773549578611 0.0217046919572704
"MARCH4" -2.90792879212745 1.57470269946185 13.2878017390643 0.00525887380240466 0.0217046919572704
"FGF7" 3.08664067952042 3.55704922597714 13.2532852853198 0.00525889964478715 0.0217046919572704
"SERF1B" -1.10058843028859 3.29751639836233 13.2327346627573 0.00526003935371405 0.0217046919572704
"LOC105372268" -3.23848447572646 -1.59276485469736 11.8584049172519 0.0052602516255003 0.0217046919572704
"ATAD3A" 1.06864831401775 4.60219626893783 13.2259033388886 0.00526691439394614 0.0217282728956659
"AP1S2" -1.65552937224292 4.70127584160052 13.2223047131314 0.00527134961327254 0.0217349900823966
"TTLL1" -1.46909146542207 2.6139909855671 13.2246437002899 0.00527136485446995 0.0217349900823966
"LINC00334" -3.06834341524167 -2.04656101480734 11.4601909794178 0.00527138690766084 0.0217349900823966
"EREG" 3.03462839432422 0.0744009514571047 12.8164897009651 0.00527525620712495 0.0217470326467073
"SLC29A1" 2.24853950251028 6.20973979937866 13.2164705774346 0.00527767151781143 0.0217530779478294
"RABGGTB" 1.04498533529958 5.49462871089593 13.2155145976383 0.00527876239752636 0.0217536631248053
"MYH10" -1.84854796695777 5.65056109726911 13.2142633595054 0.00528019431512208 0.0217556532484137
"LOC100268168" -2.40832699012978 -0.119113848798146 13.2310040831501 0.00528397654602662 0.0217673247650782
"FGF2" -2.94518313150501 4.81405511351874 13.2109579222413 0.00528553883862717 0.0217681233398358
"RIMBP2" -2.77915191999073 3.66411623559104 13.2111616516939 0.00528625970654178 0.0217681233398358
"LOC105375591" -2.58312083449475 0.790317842558079 13.261262732347 0.0052870190079043 0.0217681233398358
"METTL6" -1.0675545747848 3.32526070866523 13.2064218617713 0.00529022867432332 0.0217751227482316
"LOC112268420" -2.89527688673782 0.0373715462031314 13.2411742767973 0.00529061870044274 0.0217751227482316
"LRP4" -2.39538917784533 5.58655587003746 13.20416574198 0.00529175577221705 0.0217758932109273
"LOC143666" -2.1099274640282 0.98009689327273 13.2446135723965 0.00529326218547752 0.0217781829867323
"DPP6" -4.5670396054626 5.99426174009773 13.1981308350255 0.00529963324354999 0.0218004830626922
"LOC112268027" 3.02668102228922 -1.22384378639422 12.3721554567278 0.00530392096687301 0.0218142067035457
"LOC729217" 2.35804458025536 0.611587991913976 13.2326833138337 0.00530589902944904 0.0218146420970989
"SPAST" -1.0046499971141 4.09726727100159 13.1918076765844 0.00530611345914942 0.0218146420970989
"SUGP2" -1.35761005216753 7.19435674445438 13.1909827750824 0.00530688152564976 0.0218146420970989
"FBLN5" 2.6593463583741 5.90256629046675 13.1865058822091 0.00531220899769951 0.0218326266174725
"RPS19P3" 1.676121019721 0.249233244526197 13.2293481609677 0.00531485560292109 0.0218380711776457
"PRSS35" -5.14005854757534 1.47054644522305 13.0992822773105 0.00531559714791091 0.0218380711776457
"AOC3" 3.73607576756414 6.77321365359751 13.185577814845 0.00531639150457757 0.0218380711776457
"CD69" 1.99176158817693 0.408953129100847 13.2275241456669 0.00531803744635192 0.0218409187491254
"ZNF496" 1.2219020492235 5.50434020556697 13.1776302011835 0.00532226690514079 0.0218543737776021
"LOC112268244" -1.80007028950752 -0.389226618470462 13.248300544868 0.00532432506657076 0.0218561952583628
"SNRPGP4" 4.27476491750034 -0.367299586925618 12.5859030005988 0.00532483545315863 0.0218561952583628
"HPSE2" -6.02284216032778 2.04738247072809 12.8135844305319 0.00532557063089269 0.0218561952583628
"GJD3" 1.7668804685183 1.8944122963973 13.1856199218975 0.00532673022808773 0.0218570414317006
"FGF7P3" -1.58738867355541 2.38620165555461 13.1758559173365 0.00532942282216784 0.0218578226718586
"LRRC63" -3.44799449267528 -0.286832059230978 12.9888441333738 0.0053294681525736 0.0218578226718586
"APLP1" -2.33583474746426 7.01592326470002 13.1715678087758 0.00532978096993194 0.0218578226718586
"POU2F1" -1.64354132113879 5.23332743172987 13.1685784601435 0.00533273035395001 0.0218642130113245
"LOC101928466" -2.02338764046551 -0.27907028673172 13.2023625684838 0.00533324663726616 0.0218642130113245
"AQP7P4" 5.84615513478805 -1.85130530069859 15.4922467277899 0.00534016021277769 0.0218886416731501
"RPL21P80" 1.45852471806998 2.27110309222232 13.1620892000464 0.0053441824041153 0.0219012123014557
"ANKLE1" -3.27435960393847 1.16633407312513 13.1963054057022 0.0053497800703778 0.0219172050762168
"THOC6" 1.37966998838428 3.89136332300838 13.1541237955501 0.00534999692940061 0.0219172050762168
"SPAG8" -1.55587567329478 2.34888961713465 13.1567360411618 0.00535230028365966 0.0219227236024473
"RPS27P19" 1.42616283041259 3.76163273982564 13.1500665907858 0.00535470998517379 0.0219286756716879
"ME1" -2.43193139683863 4.18804911360048 13.1472057286162 0.00535826365852905 0.021936632778802
"SDC3" -3.14191080411059 6.93616865767258 13.1456411305793 0.00535934548336828 0.021936632778802
"SNX29" -1.23144757070932 4.56102226211207 13.1454914956353 0.00535985461841549 0.021936632778802
"TNFRSF12A" 4.83729887759555 5.33724575514204 13.1460252566703 0.00536188227818915 0.021936632778802
"AGPAT4-IT1" -2.96879330767694 -0.38241366274481 13.0894068971832 0.00536218326854817 0.021936632778802
"TRIP11" 1.33510683935482 5.19900850796578 13.1430222551718 0.0053623943333656 0.021936632778802
"LOC107985189" -3.36040757075042 -1.67307317935967 11.280878966225 0.00536493203413097 0.021943098462525
"LOC105371240" -2.58444005392158 -1.73918525806936 12.2005803365483 0.00536943370873705 0.0219552659764189
"NAGPA-AS1" -1.96220677560411 -0.836094212401849 13.1218410337403 0.00536982230446153 0.0219552659764189
"NIPBL-AS1" -1.34603250376687 3.78564298775912 13.1350790659664 0.00537217962211495 0.0219609874887634
"GOLGB1" 1.04609610323993 7.12227893970729 13.1245020388249 0.0053840158365921 0.0220054489309813
"PI4K2B" 1.46603883306341 3.30841903487831 13.1227373767979 0.00538700032362209 0.0220137223563345
"RNR1" -4.08136772114213 11.9250969811135 13.1139948767387 0.00539633179110037 0.0220461164161397
"PCDHA13" -2.24249474398198 4.32375059771431 13.1144396501366 0.00539685083216471 0.0220461164161397
"SRP9P1" -1.23975472392597 4.40001405216486 13.1126521310805 0.00539808625154045 0.0220472345121263
"KIF9-AS1" -1.5713403589687 1.06420441485045 13.1378500932798 0.00540051664236789 0.022052479686379
"KATNAL1" -2.34018760884354 4.43859948611203 13.1106021465786 0.00540129437029523 0.022052479686379
"FUT9" -4.45865903742472 4.643259644106 13.1276830923419 0.00540353765494633 0.0220577102456632
"DUBR" -2.46969690930821 2.07249387982949 13.1219962151876 0.00540703195459636 0.0220680447853163
"APEX1" 1.12276105278314 6.24762939104695 13.0971737474322 0.0054161217675275 0.0221012088858255
"NEDD8-MDP1" -1.07392195126404 5.18953966722024 13.0935492806115 0.00542040135014978 0.0221147358875572
"NAP1L4" -1.10392451895803 6.49014224393844 13.0917973232169 0.00542246553638717 0.0221192210714726
"ALPK3" 2.97243275349293 4.94010848242532 13.0888132231795 0.00542672796599804 0.0221326700979372
"SLC38A9" 1.37423707738611 3.27685117781087 13.0859505927457 0.00543041499163024 0.0221437679977096
"SYTL2" -3.84018319401967 5.48887961304753 13.0850423307001 0.00543141629658052 0.022143912253087
"PLEKHO1" -2.9426330064757 6.14197206161596 13.0833546225101 0.00543319498762751 0.0221472253007398
"RPL3P2" 1.41757721035832 4.10159535709983 13.0780683380589 0.00543888909734559 0.0221664946767373
"RPL36P3" 1.72549055096721 -0.968334604928099 13.1435773641407 0.00544391562264952 0.0221830369088589
"STARD9" -2.28051282865777 5.67373867877084 13.0637068809792 0.00545627983580669 0.0222294677867191
"SPRR3" 3.85473766015521 1.09583270751397 13.095194218267 0.00545775319860786 0.0222315195590059
"FUT7" -3.86222190939724 -0.395981365689706 12.6351427280596 0.00546164668293636 0.0222434269330816
"ZNF529" -0.890872881839581 4.55881577822614 13.0572023734368 0.00546351315655651 0.0222470762191933
"PTGIS" 3.15387129055011 4.39733374771645 13.0673005466805 0.00546857754348285 0.0222599767485377
"DEPDC7" 2.04824080983926 1.8226556628526 13.0631495757923 0.00546862329543139 0.0222599767485377
"TRIM28" 1.37207838347426 7.65670734930268 13.0477727646148 0.00547475435109919 0.0222802617308449
"RAMP3" 1.65142991127902 3.29646820155615 13.0487319577386 0.00547555047291517 0.0222802617308449
"CAHM" -2.24943713226463 0.712788490905907 13.0974125211351 0.00547832489548985 0.0222875700679582
"ACTA2-AS1" 3.04664796842012 7.48184016819532 13.0451269947157 0.00547929094451527 0.0222875700679582
"LRP12" -1.47293704470274 3.40737519260124 13.0402716849124 0.00548487186796249 0.0223063132114671
"DIO2" -4.87875715731095 4.31096425520942 13.0496219524739 0.0054860112974893 0.0223069898891348
"CCDC186" 1.42566633955773 4.9693597226408 13.0375295787542 0.0054870145561533 0.0223071127327211
"ANO8" -1.29624974849713 5.28837814606404 13.0349061726196 0.00549015865231776 0.0223159374298554
"CYR61" 3.62021279444567 7.69315818583086 13.0330198115891 0.00549241937476893 0.0223211689712068
"ACSM5" -2.75100997742033 1.73491564139626 13.0560833878666 0.00550039842764922 0.0223496338096169
"BTF3P10" 1.15755129024299 2.56646984954523 13.0276509167102 0.00550172441989931 0.0223510601322331
"TLR3" 2.26874526703548 1.89346862985316 13.0353295629918 0.00550326738738626 0.0223515810363699
"EIF4A1P4" 2.49895978250109 1.12786283378345 13.0498830979319 0.00550468445603114 0.0223515810363699
"BICDL2" 8.36595503442617 6.53381320485944 13.0426759288255 0.00550477760223967 0.0223515810363699
"LOC112267961" -2.51838243634177 -0.630636140805532 12.9808450916694 0.00551044810071145 0.0223700495981875
"NPTN" -1.60274032305014 6.97052326673516 13.0173271367346 0.00551127765018815 0.0223700495981875
"LOC100287846" -2.68871575740747 1.82402400209254 13.0424233174895 0.00551359316776879 0.0223754865234731
"CASD1" -0.977942734257302 4.97228473045397 13.0130622719553 0.00551642301594446 0.0223830084319516
"TMEM74B" -2.65070834110625 2.48912104020251 13.0139945672457 0.00552582731836521 0.0224140701980485
"ELFN2" -3.78931115714152 3.92943913061041 13.0289298556466 0.00552603379539236 0.0224140701980485
"SLC4A11" -2.59364083602175 1.40169696158226 13.0475512358842 0.00552757717294627 0.0224163641765069
"UFSP1" 1.51823647223717 0.0342662017915925 13.0543770902538 0.00553009898638818 0.0224226245601254
"WSCD2" -6.71765414618077 5.26986100141896 13.0195825566857 0.00553369918209138 0.0224331939456636
"STRCP1" -3.87015402095033 2.31160615001387 13.0300887053338 0.00553554079812003 0.0224331939456636
"MFN2" -1.05175615528514 6.97592720222361 12.997154111382 0.00553564135880563 0.0224331939456636
"MCF2L" -2.6014747092917 7.06865270195994 12.9886598415431 0.00554594063235599 0.0224709595257619
"MCPH1-AS1" -1.7832419631039 0.989163387427465 13.0034755319237 0.0055603264670902 0.0225252667004847
"SLC25A5-AS1" 1.65796863330807 4.53649424046215 12.9698126445438 0.00556888527488873 0.0225559531672834
"PIWIL2" 2.13731715600096 1.66501840267889 12.9795270977344 0.00557011403844849 0.0225569447679618
"GLB1L2" 1.51853210501298 4.16030976075261 12.9669891169139 0.00557285785229888 0.0225640703398007
"SLC25A53" -1.68415371961566 0.971651703374881 12.9902265584717 0.00557741699833314 0.0225785422367627
"SUMO1P3" -1.24930434981369 2.95811114874042 12.9601304878176 0.00558300383231044 0.0225936742317159
"RABL2A" -1.04264090206137 4.5006604709724 12.9582938216576 0.00558312604242837 0.0225936742317159
"SH2B2" -1.67952045574303 1.99085035361488 12.9604570828371 0.00558987948170332 0.0226170114927724
"ITGB1" 1.89612659028515 7.5862826196613 12.9503366830844 0.00559269534874278 0.0226244116587133
"LOC105370569" -2.8745741623937 0.0857519047081683 12.9506978810052 0.00559371865977163 0.0226245589758759
"CHPT1" -1.23820479762913 5.41320539629038 12.9452890048368 0.00559889285539312 0.0226414920991158
"LOC100506844" -2.57298387115422 2.39502829965374 12.9528923137333 0.00560065133693637 0.0226446088005761
"LOC107985399" -1.77910648146944 -0.754123552592495 12.9804752096622 0.00560205885127065 0.0226463056190054
"LOC105372501" -4.55128460091951 -1.10701706453448 10.8595736977718 0.00561243122318977 0.0226842358588903
"IDNK" -1.1480324639482 3.37456172899828 12.9277290788342 0.00562156720472393 0.0227171563843286
"EPHA7" -4.9008793612034 4.86689459845746 12.9574588304463 0.00562416091910796 0.0227236321943162
"SEPT6" -2.30045111808026 5.51943297199724 12.9233676094924 0.00562642659382359 0.0227287805574283
"DSTNP2" -1.50677008041955 1.96810604602362 12.9271437638345 0.00562993410556433 0.0227343792348312
"PLPP6" 2.01004845411521 3.862352233121 12.9204557730645 0.00563036241922613 0.0227343792348312
"GPR19" -1.88883049713948 3.28952013815887 12.9208725508419 0.0056307875810413 0.0227343792348312
"ADD1" -1.17247249942287 8.03865035522362 12.9144436790484 0.00563692326455351 0.0227522900989262
"CMTM1" -2.14785639553875 0.09578921238208 12.9770857039364 0.00563720862647332 0.0227522900989262
"ALDH7A1" -2.51957602477545 6.03633485081128 12.9128114722914 0.00563894930652415 0.022755309426521
"SIGLEC11" 2.57292935309097 0.453237649055252 12.9646754038799 0.00564051959198291 0.0227576402052461
"TRAK1" -1.22266694554759 6.25741584156074 12.9052807713385 0.00564828412179944 0.022784420781062
"CCM2" -1.6642291078333 5.56129065319933 12.9045894830565 0.00564914493869386 0.022784420781062
"SLC47A1" -2.10927502695044 1.16141539939546 12.9333179752679 0.0056513801823482 0.0227894266807973
"TMEM155" -7.23295235180164 2.34128805576383 12.1195895204379 0.0056525651407194 0.0227901962453381
"PHF8" 1.33829955546755 5.40061319478979 12.9002913922537 0.00565448294854075 0.0227939197459639
"LOC105374336" -2.85335832649729 0.041692771720883 12.8614906308462 0.00565891854852499 0.022807789684412
"AP1M2" 8.33727504199398 4.31480367287124 12.7132327268071 0.00566180969002176 0.0228154310324748
"GOLGA2" 0.850312751135367 6.29116005064681 12.8894143545851 0.00566801953846795 0.0228364407591174
"ALDH2" -2.23823613951344 7.67678747901516 12.8885404670384 0.00566910871388801 0.0228368155448748
"COL4A2" 2.76107405211005 8.42697144422805 12.8864261003855 0.00567174922935328 0.0228434383490731
"KAT2B" -1.25617344633016 5.56020602838906 12.8807637487474 0.00567881805108371 0.0228678910629008
"ZNF239" 1.47207781060195 2.49226342715451 12.8801849927695 0.00568226947479921 0.022877770936033
"NAMPTP1" 2.29605352583474 5.18442708657014 12.8762078875261 0.0056845192010736 0.0228828099533999
"P2RY8" 3.21910177541028 0.898942285773718 12.8771406024939 0.00569473795317447 0.0229163224372857
"GOLGA8B" 2.0543439370201 8.93955264493381 12.8679574348899 0.00569484357361904 0.0229163224372857
"UXT-AS1" 1.32422046238201 2.45956137185481 12.8681947530783 0.00569727754250041 0.0229220933067431
"SEMA4F" -1.32144944077174 3.37608853106845 12.8646477849304 0.00570028802514555 0.022928255734174
"C19orf47" -1.35979642213183 3.7368290157147 12.8629585021006 0.0057016651563864 0.022928255734174
"LOC105375216" -2.60451793581485 0.563528716906501 12.9119076324725 0.00570180963753657 0.022928255734174
"CCDC175" -4.34146042885349 1.39230742419293 12.8859169689298 0.0057105436895223 0.0229514859586859
"MTMR9" -1.52443845342834 4.64882517726951 12.8549451716976 0.00571137064897215 0.0229514859586859
"STYX" 1.09308860100311 3.73665356127532 12.8546906100809 0.00571221849253041 0.0229514859586859
"CYP2B7P" -3.50758082806265 0.239018083245822 12.7937319913806 0.00571254550609879 0.0229514859586859
"MLX" 1.36035717523114 5.33735147242109 12.853831147505 0.00571259231756866 0.0229514859586859
"ADCY4" 1.22639526632831 4.03869962536368 12.8528274383868 0.00571457132245271 0.0229554139770858
"MBLAC1" -1.4129695569456 1.64526546571593 12.8545825621201 0.00572367505878288 0.022986441606008
"FRMPD2" -3.15098959704134 0.632704550331075 15.1941125014361 0.00572430076897273 0.022986441606008
"ABCC3" 8.22470317974592 6.96422524577212 12.8617724653967 0.00572636684826774 0.0229877597132716
"CES1" 3.61602771844032 4.07921296102226 12.8658238151568 0.00572663449171185 0.0229877597132716
"ERAP1" 1.12165481417284 5.46129781741957 12.8391039333488 0.00573116501594129 0.0230019184156957
"LOC105369192" -5.95180849464109 1.31354742487934 12.2550641574983 0.00573858911105762 0.023027508758696
"LOC105373791" 6.26103150455638 -0.383090509813334 15.1297286170692 0.00573955005658403 0.023027508758696
"GLUD2" -2.21297184624198 5.21947346338361 12.8288643978488 0.00574412787234278 0.023041842777508
"LOC100506679" -1.9022619923685 0.5835677350604 12.8682114081296 0.00574715693286312 0.0230499602319606
"MORN4" -1.63466549527097 3.6236656521743 12.805652777231 0.00577471113026464 0.0231564199162702
"CFAP126" -1.60435991072552 1.6513705225665 12.8133702560854 0.00577720278338069 0.0231623598826517
"ZNF485" 1.87892098389074 1.89363439224294 12.8040171783583 0.00578410994456398 0.0231859976357981
"FAM184B" -1.81883104655936 2.20345533937029 12.8030576186853 0.00578526025225108 0.0231865544200797
"PCDHA3" -2.22420350308642 4.34209469734359 12.7965356476963 0.00578633879891861 0.0231868234513563
"PEG10" -4.00650166670871 6.35212514327481 12.794558684074 0.0057881420857197 0.0231878793521409
"GULP1" 2.83759933020397 4.17508822363686 12.7947002531347 0.00578862523586924 0.0231878793521409
"SH3KBP1" -2.04005990306541 4.27748530234636 12.7912374746558 0.00579281029767496 0.0231935154332569
"LMBRD2" -1.01977315769241 4.40931946447788 12.7902432330723 0.00579349341570334 0.0231935154332569
"ATP2C1" -0.80692401988318 5.97471917953406 12.7896855504286 0.00579402482620751 0.0231935154332569
"SUN2" 1.05549395977619 7.58326117767768 12.7896422248106 0.00579407907900817 0.0231935154332569
"GPD2" -1.45136768045811 5.04773321808052 12.788612431543 0.00579540521541548 0.0231947738413757
"LINC02054" -3.74127378502312 -0.398640220979444 11.0520103360113 0.00579803096378612 0.0232012322996678
"SFT2D2" 2.28574937653955 0.717083749816419 12.8216432492953 0.00580236261990712 0.0232145136232759
"LOC107985553" 1.81573331673981 0.232717043743539 12.8333889569455 0.0058079781803859 0.0232329261534369
"MICALL1" 2.18929579565205 5.49989989471536 12.7746914822328 0.00581344506926049 0.0232507376505228
"SYF2" 0.90226587035907 5.28605774236617 12.7727366606835 0.00581578132902087 0.0232560242399797
"ZFP14" -1.55381106602184 3.44015492865286 12.7695891046908 0.00582102170897018 0.0232707557111836
"PTK7" 1.86596477210889 4.22431947096701 12.7684452848788 0.00582149548543677 0.0232707557111836
"ATF4" 1.26915075965828 8.64330652235483 12.7666057703939 0.00582367123629728 0.0232753945418611
"LOC100996643" 2.18291368890885 -0.437036629382629 12.788409797968 0.00582858509500498 0.0232909732095153
"ZFHX3" 1.7760632477913 4.97491251185148 12.7546616504792 0.00583927351713743 0.0233272003809255
"CAMKK1" -1.93646526417909 5.53894894463262 12.7534905878574 0.00584060893026256 0.0233272003809255
"TECPR2" -1.56003184449012 5.58348332933846 12.7529876563751 0.00584125652770646 0.0233272003809255
"ST3GAL5-AS1" -2.64501438597868 -1.56952799003994 11.8860941143381 0.0058417488223814 0.0233272003809255
"PHLPP2" -1.88198953090236 4.82151949813594 12.7513732155358 0.00584370280366358 0.0233272003809255
"PPM1B" -0.976276455329109 5.69550768203375 12.7510535584171 0.00584375623937428 0.0233272003809255
"CDKN1B" -1.33943868099246 5.9573616183094 12.7462084918122 0.00585003013859218 0.0233481791307844
"GCK" -1.87721121328551 1.33698043647257 12.7895576664658 0.00585176580478434 0.0233510410921986
"VIPR2" 3.55618310912761 4.84187476383949 12.7419833507093 0.0058562875605277 0.0233610199133459
"SOX11" -6.28993766206736 1.56901957320525 10.9461777294325 0.00585630453400212 0.0233610199133459
"CASC2" -2.06751686296198 1.47176486549271 12.7566207778937 0.00585924670709281 0.0233686901113609
"CBLN1" -7.32681979714924 5.34813221757122 12.7694014290711 0.00586193792514304 0.0233753569201434
"HEYL" 3.60408969233269 6.14096921482591 12.7258609186316 0.00587647365074035 0.0234292449466474
"NPL" -2.26996345228118 3.13102062562275 12.7193194345288 0.0058881147517022 0.0234715754969176
"TRIM21" 1.69105910676124 3.04787080561215 12.7171720705428 0.00589097797244868 0.0234789064705122
"ECHDC2" 1.5175240026105 7.02523000356726 12.7128995486919 0.00589338353740602 0.0234844111932962
"IL21R" -2.64365145712494 -0.434253681608939 12.658515239689 0.00589977721180696 0.023505803368209
"RUNDC3A-AS1" -2.07570249794366 1.37884476032003 12.7285168877352 0.00590164653109433 0.0235091653736468
"LCN15" -5.78502978563762 -1.22673137450062 11.5769712403098 0.00590403628392408 0.0235139908176358
"MYH7" 2.92895120630364 3.93230021464594 12.7051134760262 0.00590490927533825 0.0235139908176358
"PCDHA11" -2.15370562040083 4.381955750361 12.7023251842442 0.00590815338650104 0.0235204437349822
"RPS6KA5" -1.91310447111958 3.85780120630761 12.7025812468446 0.00590858169988058 0.0235204437349822
"BCOR" 1.44612465141717 4.94542968550968 12.6996263802647 0.0059107781194392 0.0235219120801939
"DTNA" -3.18637223956759 7.30108630311154 12.698939950999 0.00591167165470246 0.0235219120801939
"LOC101927055" -2.77199080346678 -0.668314350652898 12.5916738749469 0.0059130240483456 0.0235219120801939
"DHRS4" 1.50443993984721 4.31792071190371 12.6981645721478 0.00591305471398724 0.0235219120801939
"BBOF1" -1.8647435194576 4.95961265341522 12.6928170684277 0.00591972472089469 0.0235443596853766
"LOC105375228" -2.77979540197195 -0.127081895640157 12.6559398275057 0.0059207821990347 0.0235444808174971
"SV2B" -3.06479353950928 5.65413529974679 12.6914474644415 0.00592223664190894 0.0235461801969758
"LOC105376354" -6.60220019608768 -0.435195510522318 11.5940682106903 0.00592448047542107 0.0235510169757288
