"logFC" "logCPM" "F" "PValue" "FDR"
"COL3A1" 8.96241553163161 7.68696265300911 117.929795035634 1.56591972181991e-06 0.000330307902278628
"TTBK1" -6.17210487134252 4.55847020254468 118.537077731422 1.58349239316538e-06 0.000330307902278628
"ETNPPL" -11.7264448870918 6.27189768740219 68.3728171036286 1.58490160308175e-06 0.000330307902278628
"CD36" 6.21617425901268 4.86879237952156 117.58443122125 1.61410946812913e-06 0.000333364500512255
"LOC105372632" -5.99669222081549 0.450094028502042 76.9051728983069 1.65972164091227e-06 0.000337208586624617
"SLC25A22" -3.82864306702104 6.62425276178384 115.813945758363 1.67083766768338e-06 0.000337208586624617
"LINC00320" -9.2996137252269 2.75703445452235 62.7923757045271 1.68591384138108e-06 0.000337208586624617
"TCF21" 8.94688465874421 3.67069372956109 94.5355323059353 1.69155888601225e-06 0.000337208586624617
"ANXA2" 4.06860755426148 6.51873383220469 114.574611225268 1.75000651817371e-06 0.000345852581285622
"KNDC1" -6.74979780607273 5.76368964457896 113.48889559834 1.8507568014135e-06 0.000362637604037645
"SHANK1" -8.97742151192 6.43248592820687 113.169823492837 1.90256254669701e-06 0.000367637503053193
"LMTK3" -6.38439538874907 4.75415971178014 112.645951123176 1.90834734409291e-06 0.000367637503053193
"CDH20" -8.41284557327934 3.47944316186912 101.542793573015 1.9522343350799e-06 0.000372958101097555
"FBXO44" -3.17141097825506 6.22502326372296 109.974991120403 2.08369885537961e-06 0.000381784808265639
"PRICKLE3" 3.08900088313933 5.16990079142947 109.983307556832 2.08443463614946e-06 0.000381784808265639
"GABRG3" -6.97558915915247 0.486350485381443 60.3426663662524 2.08648917081316e-06 0.000381784808265639
"OR2L13" -6.81909902861304 -0.780173900866333 59.9968813949637 2.0872728717735e-06 0.000381784808265639
"NOL4" -5.91896711951011 2.92601889908496 111.27136704807 2.10471228942737e-06 0.000381784808265639
"EHD3" -3.72470836935955 4.8106978259638 109.806842655937 2.10667814977106e-06 0.000381784808265639
"NAPB" -3.87360553411246 6.94024973091187 109.588723441534 2.11549135017167e-06 0.000381784808265639
"TRAM2" 2.708837094943 4.84930191314452 109.39689987766 2.13166654124326e-06 0.000381784808265639
"GABRG1" -8.84937827229758 4.62763828295787 80.6211424239891 2.16825057599603e-06 0.000385326701199295
"SELP" 6.65897179374678 1.99794757778372 96.0447368937526 2.18531449656977e-06 0.000385371806414323
"HRH3" -7.92755442332996 3.52404518982909 93.5798432187617 2.25815083274962e-06 0.000395176395731183
"SLC1A3" -7.58061168051927 8.26257541799112 107.479277322945 2.30019604310496e-06 0.000399484805213494
"TPSAB1" 5.9106226841083 4.02166499249791 106.957994861167 2.41464007421773e-06 0.000415047334193753
"IQSEC3" -6.28959298184915 5.83593535336183 106.18723684401 2.44121402509359e-06 0.000415047334193753
"CDH22" -8.25676626171058 4.30771288247253 105.601189326996 2.44411734421621e-06 0.000415047334193753
"CCDC177" -8.59772555486052 0.835178815852897 55.5196162452235 2.55071832810084e-06 0.000429142912365337
"SLC9A7" -3.52821352377914 4.36995060146136 104.730109402389 2.56777046594703e-06 0.000429142912365337
"COL26A1" -7.61435409488534 2.6902886511138 92.8152007173099 2.59700972065822e-06 0.000429142912365337
"ANG" 3.93234042344022 3.65117135910795 104.592604738843 2.6020006464027e-06 0.000429142912365337
"RAB3A" -5.23315932440127 6.14556306405077 104.382499063974 2.62602164863769e-06 0.000430011044964421
"KCNK12" -5.85961642353564 1.94862281907185 95.7676880997719 2.70543658832648e-06 0.000438568519910539
"PACSIN1" -7.30287745031158 7.10351616496729 103.5565591275 2.71654219530192e-06 0.000438568519910539
"SLC4A8" -4.55392228557776 4.65780856188314 103.216398248469 2.73610429411045e-06 0.000438637698898476
"SLC6A17" -6.84476290887793 5.44410655048705 103.23510177773 2.76261275648703e-06 0.000439811787794897
"LOC112268471" -7.59053488536338 5.28432052116105 103.925782707675 2.78651790260758e-06 0.000439928817170876
"TRIM38" 3.27397772098996 4.37782699517936 102.595137837879 2.80172769059751e-06 0.000439928817170876
"HOXA11" 12.6997451086239 3.17088582674122 99.3137387096631 2.85634658536235e-06 0.000445454050812462
"CPE" -4.73297527049264 8.59965842770709 101.719049086058 2.90299037629237e-06 0.00044966928632772
"LINC01574" -5.74245447949758 -1.05674192680296 48.5429445775047 2.94727654594849e-06 0.000453465200106504
"PLP2" 3.53554561521287 6.58050278504566 101.168524201817 2.9717923278844e-06 0.000454188927444998
"LOC107986851" 4.94684918914082 1.12078426665423 99.4442432560783 3.02996309487205e-06 0.000460012608940011
"SHISA7" -7.02347956293029 3.68729409270427 95.989123803118 3.09393005130373e-06 0.000466633858066698
"SYNDIG1" -6.13111584543724 3.4960374573842 101.308073998782 3.12265630541441e-06 0.000467888207853761
